承泣,-40.6775,12.8697
睛明,-22.2294,-0.85696
球后,-51.7464,9.3842
上明,-41.0357,-17.0417
健明,-27.6543,10.7857
攒竹,-26.61726667,-19.95927333
丝竹空,-60.18471,-22.67841667
阳白,-40.71339333,-42.0617
地仓,-38.52546,84.10936333
迎香,-30.47513333,50.44946667
印堂,0.318874,-18.90272333
上迎香,-21.16283333,30.98841333
coordinate,255,178
