承泣,-39.8221318,12.74949668
睛明,-21.8410187,-1.85054078
球后,-51.2097002,9.76080161
上明,-41.3749992,-19.6637963
健明,-26.509235,11.51439833
攒竹,-25.25156333,-25.45143333
丝竹空,-64.49654333,-24.60064
阳白,-44.26780333,-47.25435
地仓,-36.76680333,89.48586333
迎香,-27.90260333,55.36896667
印堂,-0.182453767,-24.18826
上迎香,-20.14677333,33.30300333
coordinate,262,189
