承泣,-39.9125025,11.67745
睛明,-19.6214125,-2.7700985
球后,-50.7449,8.93363925
上明,-40.788615,-16.2998775
健明,-23.986505,9.04910475
攒竹,-21.02605,-20.09003
丝竹空,-66.864925,-23.046915
阳白,-41.2980925,-41.2548525
地仓,-37.706745,80.3131575
迎香,-24.02222,46.06971
印堂,2.6718917,-16.389155
上迎香,-13.964755,29.2878275
coordinate,254,228
