承泣,-39.8118075,15.86991
睛明,-20.37401,-2.508387928
球后,-52.635525,11.96013
上明,-41.764115,-13.09039
健明,-23.9711175,12.1436025
攒竹,-17.6891025,-16.5466475
丝竹空,-66.784905,-16.9484825
阳白,-42.1892025,-41.4472925
地仓,-38.9280325,80.5118025
迎香,-31.1044375,47.4461275
印堂,0.915314175,-15.7106875
上迎香,-15.6489275,33.148665
coordinate,252,199
